Date : 2023-08-29 20:12:03
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis
Total : 4163 files,  332580 codes, 38887 comments, 22538 blanks, all 394005 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_add_item_at_pos.c                  | C        |         43 |         22 |          9 |         74 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_cost_sum.c                         | C        |         26 |          7 |          6 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_deduplicate.c                      | C        |         44 |         12 |          8 |         64 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_find_highest_price_item_position.c | C        |         32 |          8 |          6 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_item_to_string.c                   | C        |         22 |         13 |          5 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_load.c                             | C        |         77 |         18 |         15 |        110 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_print.c                            | C        |         29 |         21 |          5 |         55 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_remove_item_at_pos.c               | C        |         37 |         10 |          5 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_save.c                             | C        |         30 |         12 |          7 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_swap_item_positions.c              | C        |         53 |          9 |          8 |         70 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/parts/gen_list_update_item_at_pos.c               | C        |         30 |          9 |          7 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3533dacf-349b-4581-bc32-6b9f015199c1/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/list.c                                            | C        |        219 |         90 |         25 |        334 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_add_item_at_pos.c                  | C        |         41 |         19 |          5 |         65 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_cost_sum.c                         | C        |         24 |          9 |          5 |         38 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_deduplicate.c                      | C        |         17 |         26 |          4 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_find_highest_price_item_position.c | C        |         32 |          9 |          5 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_item_to_string.c                   | C        |         22 |         15 |          5 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_load.c                             | C        |         33 |         18 |          5 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_print.c                            | C        |         29 |         22 |          6 |         57 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_remove_item_at_pos.c               | C        |         38 |         14 |          5 |         57 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_save.c                             | C        |         29 |         14 |          6 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_swap_item_positions.c              | C        |         56 |          8 |          5 |         69 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/parts/gen_list_update_item_at_pos.c               | C        |         34 |         13 |          5 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/36deba30-9345-480d-8221-387f5192f83d/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/list.c                                            | C        |        160 |         85 |         32 |        277 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_add_item_at_pos.c                  | C        |         18 |         18 |          5 |         41 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          7 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          6 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          6 |         32 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_item_to_string.c                   | C        |         21 |         14 |          5 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_load.c                             | C        |         18 |         12 |          6 |         36 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_print.c                            | C        |         28 |         10 |          5 |         43 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_save.c                             | C        |         18 |         11 |          6 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/parts/gen_list_update_item_at_pos.c               | C        |         37 |         13 |          5 |         55 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/3cff10bf-23d9-48f4-9f45-96a223a8e2de/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/list.c                                            | C        |         87 |         85 |         21 |        193 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_add_item_at_pos.c                  | C        |         35 |         20 |          5 |         60 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_item_to_string.c                   | C        |         20 |         23 |          8 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_print.c                            | C        |         26 |         23 |          5 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/parts/gen_list_update_item_at_pos.c               | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/514e6c1d-f935-474d-899e-96e27d5babd3/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/list.c                                            | C        |        162 |         76 |         21 |        259 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_add_item_at_pos.c                  | C        |         47 |         18 |          5 |         70 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_cost_sum.c                         | C        |         23 |         10 |          5 |         38 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_find_highest_price_item_position.c | C        |         29 |          9 |          6 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_item_to_string.c                   | C        |         18 |         11 |          6 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_print.c                            | C        |         25 |         22 |          6 |         53 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_remove_item_at_pos.c               | C        |         28 |         13 |          5 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_swap_item_positions.c              | C        |         45 |         12 |          6 |         63 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/parts/gen_list_update_item_at_pos.c               | C        |         29 |         14 |          5 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/5a790fe9-4950-4f24-903a-a7440f7f826f/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/list.c                                            | C        |         69 |         85 |         23 |        177 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_add_item_at_pos.c                  | C        |         18 |         18 |          5 |         41 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_deduplicate.c                      | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_init.c                             | C        |         19 |          7 |          6 |         32 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_item_to_string.c                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_load.c                             | C        |         18 |         14 |          7 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_print.c                            | C        |         17 |         20 |          5 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/parts/gen_list_update_item_at_pos.c               | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/6c026517-fcff-496b-a8d2-3b99e3714fa4/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/list.c                                            | C        |        193 |         72 |         52 |        317 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_add_item_at_pos.c                  | C        |         42 |         20 |         11 |         73 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_cost_sum.c                         | C        |         27 |          9 |         10 |         46 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_deduplicate.c                      | C        |         22 |         10 |          7 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_find_highest_price_item_position.c | C        |         30 |          9 |          9 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/Assisted/7193a853-f8dd-423a-90be-39d0023d598e/parts/gen_list_item_to_string.c                   | C        |         18 |         14 |          6 |         38 |
